USA,10002
USA,90011
USA,60601
USA,19103
USA,75201
USA,30303
USA,77494
USA,20002
USA,02124
USA,94102
USA,85008
USA,98101
USA,33602
USA,48201
USA,55407
USA,33186
USA,80202
USA,32801
USA,44101
USA,95814
USA,28202
USA,97201
USA,63130
USA,27601
USA,46204
USA,15222
USA,21201
USA,37211
USA,92105
USA,84101
USA,78205
USA,64108
USA,43215
USA,53202
USA,45202
USA,78701
USA,29601
USA,33411
USA,06103
USA,89108
USA,49503
USA,73102
USA,35203
USA,17101
USA,23510
USA,87102
USA,27401
USA,32210
USA,40202
USA,70112
USA,48009
USA,00601
USA,00602
USA,00603
USA,00604
USA,00605
USA,00606
USA,00610
USA,00611
USA,00612
USA,00613
USA,00614
USA,00616
USA,00617
USA,00622
USA,00623
USA,00624
USA,00627
USA,00631
USA,00637
USA,00638
USA,00641
USA,00646
USA,00647
USA,00650
USA,00652
USA,00653
USA,00656
USA,00659
USA,00660
USA,00662
USA,00664
USA,00667
USA,00669
USA,00670
USA,00674
USA,00676
USA,00677
USA,00678
USA,00680
USA,00681
USA,00682
USA,00683
USA,00685
USA,00687
USA,00688
USA,00690
USA,00692
USA,00693
USA,00694
USA,00698
USA,00703
USA,00704
USA,00705
USA,00707
USA,00714
USA,00715
USA,00716
USA,00717
USA,00718
USA,00719
USA,00720
USA,00721
USA,00723
USA,00725
USA,00726
USA,00727
USA,00728
USA,00729
USA,00730
USA,00731
USA,00732
USA,00733
USA,00735
USA,00736
USA,00737
USA,00738
USA,00739
USA,00740
USA,00741
USA,00744
USA,00745
USA,00751
USA,00754
USA,00757
USA,00765
USA,00766
USA,00767
USA,00769
USA,00771
USA,00772
USA,00773
USA,00775
USA,00777
USA,00778
USA,00780
USA,00782
USA,00783
USA,00784
USA,00785
USA,00786
USA,00791
USA,00792
USA,00794
USA,00795
USA,00801
USA,00802
USA,00803
USA,00804
USA,00805
USA,00820
USA,00821
USA,00822
USA,00823
USA,00824
USA,00830
USA,00831
USA,00840
USA,00841
USA,00850
USA,00851
USA,00901
USA,00902
USA,00907
USA,00908
USA,00909
USA,00910
USA,00911
USA,00912
USA,00913
USA,00914
USA,00915
USA,00916
USA,00917
USA,00918
USA,00919
USA,00920
USA,00921
USA,00922
USA,00923
USA,00924
USA,00925
USA,00926
USA,00927
USA,00928
USA,00929
USA,00931
USA,00933
USA,00934
USA,00936
USA,00937
USA,00940
USA,00949
USA,00950
USA,00951
USA,00952
USA,00953
USA,00954
USA,00955
USA,00956
USA,00957
USA,00958
USA,00959
USA,00960
USA,00961
USA,00962
USA,00963
USA,00965
USA,00966
USA,00968
USA,00969
USA,00970
USA,00971
USA,00976
USA,00977
USA,00978
USA,00979
USA,00981
USA,00982
USA,00983
USA,00984
USA,00985
USA,00986
USA,00987
USA,00988
USA,01001
USA,01002
USA,01004
USA,01005
USA,01007
USA,01008
USA,01009
USA,01010
USA,01011
USA,01012
USA,01013
USA,01014
USA,01020
USA,01021
USA,01022
USA,01026
USA,01027
USA,01028
USA,01029
USA,01030
USA,01031
USA,01032
USA,01033
USA,01034
USA,01035
USA,01036
USA,01037
USA,01038
USA,01039
USA,01040
USA,01041
USA,01050
USA,01053
USA,01054
USA,01056
USA,01057
USA,01059
USA,01060
USA,01061
USA,01062
USA,01066
USA,01068
USA,01069
USA,01070
USA,01071
USA,01072
USA,01073
USA,01074
USA,01075
USA,01077
USA,01079
USA,01080
USA,01081
USA,01082
USA,01083
USA,01084
USA,01085
USA,01086
USA,01089
USA,01090
USA,01092
USA,01093
USA,01094
USA,01095
USA,01096
USA,01097
USA,01098
USA,01101
USA,01102
USA,01103
USA,01104
USA,01105
USA,01106
USA,01107
USA,01108
USA,01109
USA,01115
USA,01116
USA,01118
USA,01119
USA,01128
USA,01129
USA,01138
USA,01139
USA,01151
USA,01201
USA,01202
USA,01220
USA,01222
USA,01223
USA,01224
USA,01225
USA,01226
USA,01227
USA,01229
USA,01230
USA,01235
USA,01236
USA,01237
USA,01238
USA,01240
USA,01242
USA,01243
USA,01244
USA,01245
USA,01247
USA,01253
USA,01254
USA,01255
USA,01257
USA,01258
USA,01259
USA,01260
USA,01262
USA,01264
USA,01266
USA,01267
USA,01270
USA,01301
USA,01302
USA,01330
USA,01331
USA,01337
USA,01338
USA,01339
USA,01340
USA,01341
USA,01342
USA,01344
USA,01346
USA,01347
USA,01349
USA,01351
USA,01354
USA,01355
USA,01360
USA,01364
USA,01366
USA,01367
USA,01368
USA,01370
USA,01373
USA,01375
USA,01376
USA,01379
USA,01380
USA,01420
USA,01430
USA,01431
USA,01432
USA,01434
USA,01436
USA,01438
USA,01440
USA,01450
USA,01451
USA,01452
USA,01453
USA,01460
USA,01462
USA,01463
USA,01464
USA,01467
USA,01468
USA,01469
USA,01472
USA,01473
USA,01474
USA,01475
USA,01501
USA,01503
USA,01504
USA,01505
USA,01506
USA,01507
USA,01508
USA,01509
USA,01510
USA,01515
USA,01516
USA,01518
USA,01519
USA,01520
USA,01521
USA,01522
USA,01523
USA,01524
USA,01525
USA,01526
USA,01527
USA,01529
USA,01531
USA,01532
USA,01534
USA,01535
USA,01536
USA,01537
USA,01538
USA,01540
USA,01541
USA,01542
USA,01543
USA,01545
USA,01550
USA,01560
USA,01561
USA,01562
USA,01564
USA,01566
USA,01568
USA,01569
USA,01570
USA,01571
USA,01581
USA,01583
USA,01585
USA,01586
USA,01588
USA,01590
USA,01602
USA,01603
USA,01604
USA,01605
USA,01606
USA,01607
USA,01608
USA,01609
USA,01610
USA,01611
USA,01612
USA,01613
USA,01615
USA,01701
USA,01702
USA,01703
USA,01704
USA,01705
USA,01718
USA,01719
USA,01720
USA,01721
USA,01730
USA,01731
USA,01740
USA,01741
USA,01742
USA,01745
USA,01746
USA,01747
USA,01748
USA,01749
USA,01752
USA,01754
USA,01756
USA,01757
USA,01760
USA,01770
USA,01772
USA,01773
USA,01775
USA,01776
USA,01778
USA,01784
USA,01801
USA,01803
USA,01810
USA,01821
USA,01822
USA,01824
USA,01826
USA,01827
USA,01830
USA,01831
USA,01832
USA,01833
USA,01834
USA,01835
USA,01840
USA,01841
USA,01842
USA,01843
USA,01844
USA,01845
USA,01850
USA,01851
USA,01852
USA,01853
USA,01854
USA,01860
USA,01862
USA,01863
USA,01864
USA,01865
USA,01866
USA,01867
USA,01876
USA,01879
USA,01880
USA,01885
USA,01886
USA,01887
USA,01888
USA,01890
USA,01901
USA,01902
USA,01903
USA,01904
USA,01905
USA,01906
USA,01907
USA,01908
USA,01913
USA,01915
USA,01921
USA,01922
USA,01923
USA,01929
USA,01930
USA,01931
USA,01936
USA,01937
USA,01938
USA,01940
USA,01944
USA,01945
USA,01949
USA,01950
USA,01951
USA,01952
USA,01960
USA,01961
USA,01965
USA,01966
USA,01969
USA,01970
USA,01971
USA,01982
USA,01983
USA,01984
USA,01985
USA,02018
USA,02019
USA,02020
USA,02021
USA,02025
USA,02026
USA,02027
USA,02030
USA,02032
USA,02035
USA,02038
USA,02040
USA,02041
USA,02043
USA,02045
USA,02047
USA,02048
USA,02050
USA,02051
USA,02052
USA,02053
USA,02054
USA,02055
USA,02056
USA,02059
USA,02060
USA,02061
USA,02062
USA,02065
USA,02066
USA,02067
USA,02070
USA,02071
USA,02072
USA,02081
USA,02090
USA,02093
USA,02108
USA,02109
USA,02110
USA,02111
USA,02112
USA,02113
USA,02114
USA,02115
USA,02116
USA,02117
USA,02118
USA,02119
USA,02120
USA,02121
USA,02122
USA,02123
USA,02125
USA,02126
USA,02127
USA,02128
USA,02129
USA,02130
USA,02131
USA,02132
USA,02133
USA,02134
USA,02135
USA,02136
USA,02137
USA,02138
USA,02139
USA,02140
USA,02141
USA,02142
USA,02143
USA,02144
USA,02145
USA,02148
USA,02149
USA,02150
USA,02151
USA,02152
USA,02153
USA,02155
USA,02156
USA,02163
USA,02169
USA,02170
USA,02171
USA,02176
USA,02180
USA,02184
USA,02185
USA,02186
USA,02187
USA,02188
USA,02189
USA,02190
USA,02191
USA,02196
USA,02199
USA,02203
USA,02205
USA,02210
USA,02215
USA,02222
USA,02238
USA,02269
USA,02283
USA,02284
USA,02298
USA,02301
USA,02302
USA,02303
USA,02304
USA,02305
USA,02322
USA,02324
USA,02327
USA,02330
USA,02331
USA,02332
USA,02333
USA,02334
USA,02337
USA,02338
USA,02339
